0.191,0.000,0.000,0.000,0.000
0.573,0.000,0.000,0.000,0.000
0.954,0.000,0.000,0.000,0.000
1.336,0.000,0.000,0.000,0.000
1.718,0.000,0.000,0.000,0.000
2.099,0.000,0.000,0.000,0.000
2.481,0.000,0.000,0.000,0.000
2.863,0.000,0.000,0.000,0.000
3.244,0.000,0.000,0.000,0.000
3.626,0.000,0.000,0.000,0.000
4.008,0.000,0.000,0.000,0.000
4.389,0.000,0.000,0.000,0.000
4.771,0.000,0.000,0.000,0.000
5.153,0.000,0.000,0.000,0.000
5.534,0.000,0.000,0.000,0.000
5.916,0.000,0.000,0.000,0.000
6.298,0.000,0.000,0.000,0.000
6.679,0.000,0.000,0.000,0.000
7.061,0.000,0.000,0.000,0.000
7.443,0.000,0.000,0.000,0.000
7.824,0.000,0.000,0.000,0.000
8.206,0.000,0.000,0.000,0.000
8.588,0.000,0.000,0.000,0.000
8.969,0.000,0.000,0.000,0.000
9.351,0.000,0.000,0.000,0.000
9.733,0.000,0.000,0.000,0.000
10.115,0.000,0.000,0.000,0.000
10.496,0.000,0.000,0.000,0.000
10.878,0.000,0.000,0.000,0.000
11.260,0.000,0.000,0.000,0.000
11.641,0.000,0.000,0.000,0.000
12.023,0.000,0.000,0.000,0.000
12.405,0.000,0.000,0.000,0.000
12.786,0.000,0.000,0.000,0.000
13.168,0.000,0.000,0.000,0.000
13.550,0.000,0.000,0.000,0.000
13.931,0.000,0.000,0.000,0.000
14.313,0.000,0.000,0.000,0.000
14.695,0.000,0.000,0.000,0.000
15.076,0.000,0.000,0.000,0.000
15.458,0.000,0.000,0.000,0.000
15.840,0.000,0.000,0.000,0.000
16.221,0.000,0.000,0.000,0.000
16.603,0.000,0.000,0.000,0.000
16.985,0.000,0.000,0.000,0.000
17.366,0.000,0.000,0.000,0.000
17.748,0.000,0.000,0.000,0.000
18.130,0.000,0.000,0.000,0.000
18.511,0.000,0.000,0.000,0.000
18.893,0.000,0.000,0.000,0.000
19.275,0.000,0.000,0.000,0.000
19.656,0.000,0.000,0.000,0.000
20.038,0.000,0.000,0.000,0.000
20.420,0.000,0.000,0.000,0.000
20.802,0.000,0.000,0.000,0.000
21.183,0.000,0.000,0.000,0.000
21.565,0.000,0.000,0.000,0.000
21.947,0.000,0.000,0.000,0.000
22.328,0.000,0.000,0.000,0.000
22.710,0.000,0.000,0.000,0.000
23.092,0.000,0.000,0.000,0.000
23.473,0.000,0.000,0.000,0.000
23.855,0.000,0.000,0.000,0.000
24.237,0.000,0.000,0.000,0.000
24.618,0.000,0.000,0.000,0.000
25.000,0.000,0.000,0.000,0.000
25.382,0.000,0.000,0.000,0.000
25.763,0.000,0.000,0.000,0.000
26.145,0.000,0.000,0.000,0.000
26.527,0.000,0.000,0.000,0.000
26.908,0.000,0.000,0.000,0.000
27.290,0.000,0.000,0.000,0.000
27.672,0.000,0.000,0.000,0.000
28.053,0.000,0.000,0.000,0.000
28.435,0.000,0.000,0.000,0.000
28.817,0.000,0.000,0.000,0.000
29.198,0.000,0.000,0.000,0.000
29.580,0.000,0.000,0.000,0.000
29.962,0.000,0.000,0.000,0.000
30.344,0.000,0.000,0.000,0.000
30.725,0.000,0.000,0.000,0.000
31.107,0.000,0.000,0.000,0.000
31.489,0.000,0.000,0.000,0.000
31.870,0.000,0.000,0.000,0.000
32.252,0.000,0.000,0.000,0.000
32.634,0.000,0.000,0.000,0.000
33.015,0.000,0.000,0.000,0.000
33.397,0.000,0.000,0.000,0.000
33.779,0.000,0.000,0.000,0.000
34.160,0.000,0.000,0.000,0.000
34.542,0.000,0.000,0.000,0.000
34.924,0.000,0.000,0.000,0.000
35.305,0.000,0.000,0.000,0.000
35.687,0.000,0.000,0.000,0.000
36.069,0.000,0.000,0.000,0.000
36.450,0.000,0.000,0.000,0.000
36.832,0.000,0.000,0.000,0.000
37.214,0.000,0.000,0.000,0.000
37.595,0.000,0.000,0.000,0.000
37.977,0.000,0.000,0.000,0.000
38.359,0.000,0.000,0.000,0.000
38.740,0.000,0.000,0.000,0.000
39.122,0.000,0.000,0.000,0.000
39.504,0.000,0.000,0.000,0.000
39.885,0.000,0.000,0.000,0.000
40.267,0.000,0.000,0.000,0.000
40.649,0.000,0.000,0.000,0.000
41.031,0.000,0.000,0.000,0.000
41.412,0.000,0.000,0.000,0.000
41.794,0.000,0.000,0.000,0.000
42.176,0.000,0.000,0.000,0.000
42.557,0.000,0.000,0.000,0.000
42.939,0.000,0.000,0.000,0.000
43.321,0.000,0.000,0.000,0.000
43.702,0.000,0.000,0.000,0.000
44.084,0.000,0.000,0.000,0.000
44.466,0.000,0.000,0.000,0.000
44.847,0.000,0.000,0.000,0.000
45.229,0.000,0.000,0.000,0.000
45.611,0.000,0.000,0.000,0.000
45.992,0.000,0.000,0.000,0.000
46.374,0.000,0.000,0.000,0.000
46.756,0.000,0.000,0.000,0.000
47.137,0.000,0.000,0.000,0.000
47.519,0.000,0.000,0.000,0.000
47.901,0.000,0.000,0.000,0.000
48.282,0.000,0.000,0.000,0.000
48.664,0.000,0.000,0.000,0.000
49.046,0.000,0.000,0.000,0.000
49.427,0.000,0.000,0.000,0.000
49.809,0.000,0.000,0.000,0.000
50.191,0.000,0.000,0.000,0.000
50.573,0.000,0.000,0.000,0.000
50.954,0.000,0.000,0.000,0.000
51.336,0.000,0.000,0.000,0.000
51.718,0.000,0.000,0.000,0.000
52.099,0.000,0.000,0.000,0.000
52.481,0.000,0.000,0.000,0.000
52.863,0.000,0.000,0.000,0.000
53.244,0.000,0.000,0.000,0.000
53.626,0.000,0.000,0.000,0.000
54.008,0.000,0.000,0.000,0.000
54.389,0.000,0.000,0.000,0.000
54.771,0.000,0.000,0.000,0.000
55.153,0.000,0.000,0.000,0.000
55.534,0.000,0.000,0.000,0.000
55.916,0.000,0.000,0.000,0.000
56.298,0.000,0.000,0.000,0.000
56.679,0.000,0.000,0.000,0.000
57.061,0.000,0.000,0.000,0.000
57.443,0.000,0.000,0.000,0.000
57.824,0.000,0.000,0.000,0.000
58.206,0.000,0.000,0.000,0.000
58.588,0.000,0.000,0.000,0.000
58.969,0.000,0.000,0.000,0.000
59.351,0.000,0.000,0.000,0.000
59.733,0.000,0.000,0.000,0.000
60.115,0.000,0.000,0.000,0.000
60.496,0.000,0.000,0.000,0.000
60.878,0.000,0.000,0.000,0.000
61.260,0.000,0.000,0.000,0.000
61.641,0.000,0.000,0.000,0.000
62.023,0.000,0.000,0.000,0.000
62.405,0.000,0.000,0.000,0.000
62.786,0.000,0.000,0.000,0.000
63.168,0.000,0.000,0.000,0.000
63.550,0.000,0.000,0.000,0.000
63.931,0.000,0.000,0.000,0.000
64.313,0.000,0.000,0.000,0.000
64.695,0.000,0.000,0.000,0.000
65.076,0.000,0.000,0.000,0.000
65.458,0.000,0.000,0.000,0.000
65.840,0.000,0.000,0.000,0.000
66.221,0.000,0.000,0.000,0.000
66.603,0.000,0.000,0.000,0.000
66.985,0.000,0.000,0.000,0.000
67.366,0.000,0.000,0.000,0.000
67.748,0.000,0.000,0.000,0.000
68.130,0.000,0.000,0.000,0.000
68.511,0.000,0.000,0.000,0.000
68.893,0.000,0.000,0.000,0.000
69.275,0.000,0.000,0.000,0.000
69.656,0.000,0.000,0.000,0.000
70.038,0.000,0.000,0.000,0.000
70.420,0.000,0.000,0.000,0.000
70.802,0.000,0.000,0.000,0.000
71.183,0.000,0.000,0.000,0.000
71.565,0.000,0.000,0.000,0.000
71.947,0.000,0.000,0.000,0.000
72.328,0.000,0.000,0.000,0.000
72.710,0.000,0.000,0.000,0.000
73.092,0.000,0.000,0.000,0.000
73.473,0.000,0.000,0.000,0.000
73.855,0.000,0.000,0.000,0.000
74.237,0.000,0.000,0.000,0.000
74.618,0.000,0.000,0.000,0.000
75.000,0.000,0.000,0.000,0.000
75.382,0.000,0.000,0.000,0.000
75.763,0.000,0.000,0.000,0.000
76.145,0.000,0.000,0.000,0.000
76.527,0.000,0.000,0.000,0.000
76.908,0.000,0.000,0.000,0.000
77.290,0.000,0.000,0.000,0.000
77.672,0.000,0.000,0.000,0.000
78.053,0.000,0.000,0.000,0.000
78.435,0.000,0.000,0.000,0.000
78.817,0.000,0.000,0.000,0.000
79.198,0.000,0.000,0.000,0.000
79.580,0.000,0.000,0.000,0.000
79.962,0.000,0.000,0.000,0.000
80.344,0.000,0.000,0.000,0.000
80.725,0.000,0.000,0.000,0.000
81.107,0.000,0.000,0.000,0.000
81.489,0.000,0.000,0.000,0.000
81.870,0.000,0.000,0.000,0.000
82.252,0.000,0.000,0.000,0.000
82.634,0.000,0.000,0.000,0.000
83.015,0.000,0.000,0.000,0.000
83.397,0.000,0.000,0.000,0.000
83.779,0.000,0.000,0.000,0.000
84.160,0.000,0.000,0.000,0.000
84.542,0.000,0.000,0.000,0.000
84.924,0.000,0.000,0.000,0.000
85.305,0.000,0.000,0.000,0.000
85.687,0.000,0.000,0.000,0.000
86.069,0.000,0.000,0.000,0.000
86.450,0.000,0.000,0.000,0.000
86.832,0.000,0.000,0.000,0.000
87.214,0.000,0.000,0.000,0.000
87.595,0.000,0.000,0.000,0.000
87.977,0.000,0.000,0.000,0.000
88.359,0.000,0.000,0.000,0.000
88.740,0.000,0.000,0.000,0.000
89.122,0.000,0.000,0.000,0.000
89.504,0.000,0.000,0.000,0.000
89.885,0.000,0.000,0.000,0.000
90.267,0.000,0.000,0.000,0.000
90.649,0.000,0.000,0.000,0.000
91.031,0.000,0.000,0.000,0.000
91.412,0.000,0.000,0.000,0.000
91.794,0.000,0.000,0.000,0.000
92.176,0.000,0.000,0.000,0.000
92.557,0.000,0.000,0.000,0.000
92.939,0.000,0.000,0.000,0.000
93.321,0.000,0.000,0.000,0.000
93.702,0.000,0.000,0.000,0.000
94.084,0.000,0.000,0.000,0.000
94.466,0.000,0.000,0.000,0.000
94.847,0.000,0.000,0.000,0.000
95.229,0.000,0.000,0.000,0.000
95.611,0.000,0.000,0.000,0.000
95.992,0.000,0.000,0.000,0.000
96.374,0.000,0.000,0.000,0.000
96.756,0.000,0.000,0.000,0.000
97.137,0.000,0.000,0.000,0.000
97.519,0.000,0.000,0.000,0.000
97.901,0.000,0.000,0.000,0.000
98.282,0.000,0.000,0.000,0.000
98.664,0.000,0.000,0.000,0.000
99.046,0.000,0.000,0.000,0.000
99.427,0.000,0.000,0.000,0.000
99.809,0.000,0.000,0.000,0.000
100.191,0.000,0.000,0.000,0.000
100.573,0.000,0.000,0.000,0.000
100.954,0.000,0.000,0.000,0.000
101.336,0.000,0.000,0.000,0.000
101.718,0.000,0.000,0.000,0.000
102.099,0.000,0.000,0.000,0.000
102.481,0.000,0.000,0.000,0.000
102.863,0.000,0.000,0.000,0.000
103.244,0.000,0.000,0.000,0.000
103.626,0.000,0.000,0.000,0.000
104.008,0.000,0.000,0.000,0.000
104.389,0.000,0.000,0.000,0.000
104.771,0.000,0.000,0.000,0.000
105.153,0.000,0.000,0.000,0.000
105.534,0.000,0.000,0.000,0.000
105.916,0.000,0.000,0.000,0.000
106.298,0.000,0.000,0.000,0.000
106.679,0.000,0.000,0.000,0.000
107.061,0.000,0.000,0.000,0.000
107.443,0.000,0.000,0.000,0.000
107.824,0.000,0.000,0.000,0.000
108.206,0.000,0.000,0.000,0.000
108.588,0.000,0.000,0.000,0.000
108.969,0.000,0.000,0.000,0.000
109.351,0.000,0.000,0.000,0.000
109.733,0.000,0.000,0.000,0.000
110.115,0.000,0.000,0.000,0.000
110.496,0.000,0.000,0.000,0.000
110.878,0.000,0.000,0.000,0.000
111.260,0.000,0.000,0.000,0.000
111.641,0.000,0.000,0.000,0.000
112.023,0.000,0.000,0.000,0.000
112.405,0.000,0.000,0.000,0.000
112.786,0.000,0.000,0.000,0.000
113.168,0.000,0.000,0.000,0.000
113.550,0.000,0.000,0.000,0.000
113.931,0.000,0.000,0.000,0.000
114.313,0.000,0.000,0.000,0.000
114.695,0.000,0.000,0.000,0.000
115.076,0.000,0.000,0.000,0.000
115.458,0.000,0.000,0.000,0.000
115.840,0.000,0.000,0.000,0.000
116.221,0.000,0.000,0.000,0.000
116.603,0.000,0.000,0.000,0.000
116.985,0.000,0.000,0.000,0.000
117.366,0.000,0.000,0.000,0.000
117.748,0.000,0.000,0.000,0.000
118.130,0.000,0.000,0.000,0.000
118.511,0.000,0.000,0.000,0.000
118.893,0.000,0.000,0.000,0.000
119.275,0.000,0.000,0.000,0.000
119.656,0.000,0.000,0.000,0.000
120.038,0.000,0.000,0.000,0.000
120.420,0.000,0.000,0.000,0.000
120.802,0.000,0.000,0.000,0.000
121.183,0.000,0.000,0.000,0.000
